,id,score,label
0,0,0.2332717,0
1,1,0.2621333,0
2,2,0.2664982,0
3,3,0.2354684,0
4,4,0.21078281,0
5,5,0.20445062,0
6,6,0.24446474,0
7,7,0.18744482,0
8,8,0.2208681,0
9,9,0.23910937,0
10,10,0.22519684,0
11,11,0.24187043,0
12,12,0.20582108,0
13,13,0.18029995,0
14,14,0.17488874,0
15,15,0.19231549,0
16,16,0.19971691,0
17,17,0.17611533,0
18,18,0.26232162,0
19,19,0.16817264,0
20,20,0.22744595,0
21,21,0.18243659,0
22,22,0.18874025,0
23,23,0.15936893,0
24,24,0.3847807,1
25,25,0.20537102,0
26,26,0.19889404,0
27,27,0.22658314,0
28,28,0.19617637,0
29,29,0.19518945,0
30,30,0.20786953,0
31,31,0.20003992,0
32,32,0.29882717,0
33,33,0.17984623,0
34,34,0.20344284,0
35,35,0.30096602,1
36,36,0.19182532,0
37,37,0.13404821,0
38,38,0.1680665,0
39,39,0.13425554,0
40,40,0.2735797,0
41,41,0.18068872,0
42,42,0.30320472,1
43,43,0.24011874,0
44,44,0.1708847,0
45,45,0.13412967,0
46,46,0.40391198,1
47,47,0.24406984,0
48,48,0.18356542,0
49,49,0.20553344,0
50,50,0.18540867,0
51,51,0.22132973,0
52,52,0.15194346,0
53,53,0.13881226,0
54,54,0.13482784,0
55,55,0.22850811,0
56,56,0.17642485,0
57,57,0.15770535,0
58,58,0.13319318,0
59,59,0.19033659,0
60,60,0.16761056,0
61,61,0.23519017,0
62,62,0.20169261,0
63,63,0.16919255,0
64,64,0.18060315,0
65,65,0.22729102,0
66,66,0.1799565,0
67,67,0.21275541,0
68,68,0.19097023,1
69,69,0.20291588,0
70,70,0.11665439,0
71,71,0.14249657,0
72,72,0.17291361,0
73,73,0.20839143,0
74,74,0.21183492,0
75,75,0.23383151,0
76,76,0.19352691,0
77,77,0.10887238,0
78,78,0.18549779,0
79,79,0.15384111,0
80,80,0.13932502,0
81,81,0.21523549,0
82,82,0.17969206,0
83,83,0.18535268,0
84,84,0.31586695,0
85,85,0.20441242,0
86,86,0.13647567,0
87,87,0.14615767,0
88,88,0.12369663,0
89,89,0.13084716,0
90,90,0.21658851,0
91,91,0.31157333,0
92,92,0.218242,0
93,93,0.15455787,0
94,94,0.16440494,0
95,95,0.163552,0
96,96,0.2336174,0
97,97,0.17249526,0
98,98,0.1967245,0
99,99,0.1366675,0
100,100,0.15574631,0
101,101,0.14125484,0
102,102,0.48769584,1
103,103,0.18157041,0
104,104,0.16007724,0
105,105,0.12795456,0
106,106,0.14982715,0
107,107,0.21754508,0
108,108,0.2117392,0
109,109,0.17635176,0
110,110,0.15341699,0
111,111,0.17462495,0
112,112,0.17385472,0
113,113,0.16217189,0
114,114,0.18382663,0
115,115,0.1469424,0
116,116,0.48186305,1
117,117,0.12861778,0
118,118,0.15268302,0
119,119,0.12304409,0
120,120,0.1466895,0
121,121,0.12756047,0
122,122,0.13659449,0
123,123,0.13536283,0
124,124,0.20002283,0
125,125,0.15708125,0
126,126,0.13304257,0
127,127,0.16822252,0
128,128,0.12387806,0
129,129,0.09200916,0
130,130,0.15820177,0
131,131,0.114926934,0
132,132,0.14824498,0
133,133,0.2528796,0
134,134,0.23199949,0
135,135,0.17983371,0
136,136,0.20415393,0
137,137,0.1522912,0
138,138,0.17240198,0
139,139,0.10016738,0
140,140,0.14211388,0
141,141,0.11518196,0
142,142,0.15522891,0
143,143,0.1569082,0
144,144,0.20657618,0
145,145,0.23042801,0
146,146,0.19210021,0
147,147,0.13258201,0
148,148,0.18388155,1
149,149,0.15961969,0
150,150,0.17835684,1
151,151,0.14395437,0
152,152,0.18854757,0
153,153,0.11268112,0
154,154,0.17068325,0
155,155,0.14882627,0
156,156,0.16299246,0
157,157,0.23501173,0
158,158,0.11618641,0
159,159,0.15375914,0
160,160,0.16136307,0
161,161,0.2000196,0
162,162,0.112960294,0
163,163,0.1647659,0
164,164,0.14358588,0
165,165,0.15592492,0
166,166,0.32140812,0
167,167,0.13924208,0
168,168,0.1429635,0
169,169,0.17353809,0
170,170,0.14138602,0
171,171,0.19691315,0
172,172,0.15491475,0
173,173,0.1577952,0
174,174,0.48881403,1
175,175,0.14161685,0
176,176,0.14236256,0
177,177,0.14292534,0
178,178,0.11472364,0
179,179,0.11238265,0
180,180,0.17130913,0
181,181,0.15775956,0
182,182,0.1085382,0
183,183,0.21319304,1
184,184,0.2507676,0
185,185,0.14009283,0
186,186,0.08785927,0
187,187,0.41819713,1
188,188,0.15606694,0
189,189,0.17663576,0
190,190,0.17853934,0
191,191,0.156023,0
192,192,0.1154378,0
193,193,0.17083551,0
194,194,0.41822973,0
195,195,0.19751301,0
196,196,0.18997625,0
197,197,0.115987465,0
198,198,0.19975094,0
199,199,0.16137446,0
200,200,0.1697842,0
